4	0.9	5	1
3	0.89	2	2
2	0.81	2	0
14	0.82	2	2
15	0.74	2	0
5	0.91	5	1
10	0.84	2	0
7	0.95	5	0
12	0.69	5	0
******7******
2	0.76	2	0
7	0.97	5	0
11	0.8	5	0
14	0.76	2	2
3	0.85	2	2
16	0.82	2	0
17	0.71	1	0
1	0.75	2	0
8	0.87	2	2
5	0.91	5	1
4	0.85	5	1
15	0.72	2	0
12	0.7	5	0
10	0.8	2	0
13	0.91	2	1
9	0.67	2	0
6	0.7	2	1
******8******
4	0.87	5	1
2	0.7	2	0
12	0.66	5	0
8	0.84	2	2
3	0.85	2	2
7	0.99	5	0
17	0.73	1	0
1	0.71	2	0
9	0.62	2	0
16	0.83	2	0
11	0.79	5	0
10	0.76	2	0
14	0.72	2	2
15	0.72	2	0
6	0.69	2	1
13	0.93	2	1
5	0.9	5	1
******9******
17	0.67	1	0
15	0.7	2	0
4	0.86	5	1
2	0.64	2	0
9	0.57	2	0
8	0.78	2	2
5	0.88	5	1
1	0.65	2	0
10	0.69	2	0
13	0.94	2	1
6	0.68	2	1
12	0.68	5	0
3	0.82	2	2
16	0.84	2	0
11	0.81	5	0
14	0.67	2	2
7	0.94	5	0
******10******
4	0.87	5	1
3	0.83	2	2
15	0.7	2	0
9	0.57	2	0
12	0.67	5	0
5	0.89	5	1
17	0.63	1	0
11	0.82	5	0
14	0.66	2	2
10	0.7	2	0
7	0.93	5	0
13	0.95	2	1
1	0.6	2	0
6	0.65	2	1
8	0.79	2	2
16	0.78	2	0
2	0.66	2	0
******11******
13	0.88	2	1
10	0.67	2	0
1	0.56	2	0
6	0.66	2	1
15	0.68	2	0
17	0.66	1	0
12	0.67	5	0
11	0.82	5	0
5	0.86	5	1
14	0.66	2	2
8	0.74	2	2
9	0.58	2	0
3	0.79	2	2
16	0.8	2	0
2	0.62	2	0
7	0.94	5	0
4	0.88	5	1
******12******
8	0.71	2	2
13	0.84	2	1
9	0.56	2	0
17	0.6	1	0
2	0.56	2	0
5	0.84	5	1
14	0.64	2	2
15	0.67	2	0
11	0.82	5	0
3	0.74	2	2
10	0.64	2	0
7	0.93	5	0
6	0.63	2	1
1	0.53	2	0
12	0.69	5	0
16	0.77	2	0
4	0.88	5	1
******13******
8	0.69	2	2
15	0.65	2	0
11	0.8	5	0
10	0.6	2	0
9	0.5	2	0
1	0.54	2	0
16	0.79	2	0
14	0.59	2	2
17	0.62	1	0
2	0.53	2	0
5	0.86	5	1
13	0.79	2	1
6	0.65	2	1
3	0.73	2	2
7	0.94	5	0
12	0.65	5	0
4	0.88	5	1
******14******
11	0.77	5	0
******Caution: Fire Event in this time Step******
9	0.48	2	0
17	0.6	1	0
16	0.74	2	0
10	0.58	2	0
12	0.6	5	0
1	0.51	2	0
2	0.53	2	0
8	0.67	2	2
5	0.87	5	1
7	0.91	5	0
15	0.61	2	0
4	0.85	5	1
6	0.65	2	1
14	0.53	2	2
3	0.75	2	2
13	0.74	2	1
******15******
17	0.55	1	0
13	0.68	2	1
5	0.83	5	1
9	0.5	2	0
12	0.6	5	0
11	0.76	5	0
1	0.5	2	0
6	0.67	2	1
3	0.77	2	2
2	0.47	2	0
16	0.75	2	0
15	0.55	2	0
10	0.54	2	0
4	0.83	5	1
14	0.49	2	2
8	0.66	2	2
7	0.9	5	0
******16******
17	0.53	1	0
3	0.71	2	2
15	0.54	2	0
12	0.58	5	0
1	0.45	2	0
9	0.47	2	0
14	0.47	2	2
16	0.72	2	0
4	0.79	5	1
5	0.77	5	1
13	0.64	2	1
11	0.73	5	0
7	0.87	5	0
10	0.57	2	0
6	0.69	2	1
8	0.62	2	2
2	0.46	2	0
******17******
9	0.47	2	0
14	0.47	2	2
5	0.78	5	1
16	0.72	2	0
7	0.88	5	0
3	0.68	2	2
15	0.55	2	0
12	0.56	5	0
10	0.54	2	0
8	0.6	2	2
1	0.44	2	0
11	0.72	5	0
17	0.48	1	0
6	0.69	2	1
4	0.78	5	1
2	0.44	2	0
13	0.6	2	1
******18******
1	0.41	2	0
6	0.66	2	1
2	0.43	2	0
10	0.52	2	0
9	0.45	2	0
7	0.89	5	0
11	0.69	5	0
5	0.8	5	1
4	0.76	5	1
16	0.71	2	0
13	0.58	2	1
14	0.42	2	2
15	0.52	2	0
8	0.58	2	2
12	0.5	5	0
17	0.45	1	0
3	0.66	2	2
******19******
12	0.51	5	0
9	0.41	2	0
15	0.5	2	0
3	0.64	2	2
2	0.41	2	0
10	0.46	2	0
17	0.39	1	0
6	0.6	2	1
11	0.69	5	0
4	0.72	5	1
16	0.71	2	0
14	0.39	2	2
8	0.55	2	2
1	0.38	2	0
5	0.75	5	1
7	0.9	5	0
13	0.6	2	1
******20******
5	0.71	5	1
15	0.48	2	0
9	0.37	2	0
1	0.37	2	0
10	0.46	2	0
13	0.54	2	1
16	0.71	2	0
8	0.55	2	2
11	0.66	5	0
14	0.4	2	2
7	0.86	5	0
12	0.47	5	0
4	0.71	5	1
17	0.37	1	0
3	0.62	2	2
6	0.54	2	1
2	0.4	2	0
******21******
3	0.57	2	2
14	0.41	2	2
12	0.42	5	0
15	0.48	2	0
9	0.37	2	0
4	0.73	5	1
10	0.44	2	0
16	0.66	2	0
13	0.54	2	1
6	0.52	2	1
7	0.81	5	0
2	0.35	2	0
1	0.34	2	0
8	0.49	2	2
5	0.67	5	1
17	0.37	1	0
11	0.67	5	0
******22******
15	0.43	2	0
3	0.54	2	2
6	0.46	2	1
1	0.29	2	0
12	0.38	5	0
4	0.73	5	1
7	0.78	5	0
17	0.39	1	0
2	0.29	2	0
13	0.5	2	1
16	0.62	2	0
10	0.43	2	0
9	0.34	2	0
11	0.66	5	0
14	0.4	2	2
5	0.62	5	1
8	0.51	2	2
******23******
13	0.47	2	1
9	0.29	2	0
5	0.64	5	1
10	0.42	2	0
4	0.75	5	1
15	0.45	2	0
16	0.61	2	0
7	0.8	5	0
2	0.23	2	0
6	0.47	2	1
12	0.41	5	0
3	0.52	2	2
14	0.42	2	2
17	0.37	1	0
11	0.6	5	0
1	0.25	2	0
8	0.51	2	2
******24******
4	0.74	5	1
6	0.44	2	1
13	0.47	2	1
11	0.56	5	0
1	0.22	2	0
5	0.64	5	1
12	0.38	5	0
17	0.4	1	0
7	0.8	5	0
2	0.2	2	0
14	0.4	2	2
10	0.36	2	0
15	0.44	2	0
8	0.46	2	2
9	0.27	2	0
3	0.51	2	2
16	0.56	2	0
******25******
15	0.43	2	0
6	0.44	2	1
9	0.22	2	0
17	0.38	1	0
12	0.38	5	0
7	0.78	5	0
10	0.34	2	0
11	0.54	5	0
2	0.21	2	0
13	0.44	2	1
3	0.49	2	2
14	0.42	2	2
4	0.69	5	1
1	0.24	2	0
8	0.4	2	2
16	0.56	2	0
5	0.66	5	1
******26******
6	0.44	2	1
17	0.32	1	0
2	0.19	2	0
16	0.53	2	0
8	0.37	2	2
1	0.21	2	0
14	0.37	2	2
15	0.45	2	0
11	0.57	5	0
3	0.45	2	2
13	0.37	2	1
5	0.68	5	1
4	0.64	5	1
9	0.18	2	0
10	0.29	2	0
12	0.37	5	0
7	0.73	5	0
******27******
9	0.14	2	0
2	0.19	2	0
3	0.43	2	2
17	0.27	1	0
7	0.71	5	0
1	0.22	2	0
12	0.38	5	0
14	0.37	2	2
5	0.68	5	1
6	0.38	2	1
16	0.54	2	0
4	0.59	5	1
10	0.26	2	0
15	0.44	2	0
11	0.52	5	0
8	0.39	2	2
13	0.35	2	1
******28******
15	0.43	2	0
7	0.7	5	0
10	0.27	2	0
17	0.25	1	0
14	0.37	2	2
8	0.41	2	2
1	0.16	2	0
4	0.58	5	1
3	0.38	2	2
13	0.34	2	1
2	0.13	2	0
9	0.1	2	0
16	0.5	2	0
12	0.37	5	0
11	0.53	5	0
5	0.62	5	1
6	0.37	2	1
******29******
13	0.29	2	1
1	0.17	2	0
14	0.33	2	2
9	0.12	2	0
2	0.16	2	0
10	0.24	2	0
12	0.38	5	0
15	0.45	2	0
11	0.54	5	0
16	0.46	2	0
5	0.6	5	1
3	0.35	2	2
7	0.67	5	0
17	0.21	1	0
4	0.56	5	1
8	0.4	2	2
6	0.37	2	1
******30******
15	0.43	2	0
13	0.29	2	1
3	0.37	2	2
12	0.34	5	0
4	0.55	5	1
17	0.15	1	0
14	0.36	2	2
1	0.16	2	0
2	0.12	2	0
6	0.35	2	1
16	0.43	2	0
9	0.07	2	0
8	0.38	2	2
10	0.26	2	0
5	0.55	5	1
11	0.53	5	0
7	0.62	5	0
******31******
12	0.34	5	0
1	0.17	2	0
7	0.65	5	0
17	0.13	1	0
14	0.3	2	2
16	0.44	2	0
2	0.14	2	0
8	0.36	2	2
11	0.54	5	0
9	0.04	2	0
13	0.3	2	1
4	0.57	5	1
5	0.49	5	1
3	0.38	2	2
6	0.33	2	1
10	0.21	2	0
15	0.42	2	0
******32******
17	0.08	1	0
7	0.63	5	0
16	0.38	2	0
1	0.12	2	0
9	0.0	2	0
14	0.26	2	2
8	0.31	2	2
6	0.35	2	1
13	0.3	2	1
12	0.33	5	0
4	0.59	5	1
15	0.38	2	0
11	0.49	5	0
3	0.39	2	2
10	0.17	2	0
5	0.44	5	1
2	0.11	2	0
******33******
6	0.34	2	1
14	0.2	2	2
11	0.48	5	0
1	0.09	2	0
9	0.01	2	0
8	0.31	2	2
13	0.24	2	1
12	0.31	5	0
15	0.32	2	0
4	0.54	5	1
17	0.01	1	0
7	0.6	5	0
3	0.38	2	2
10	0.19	2	0
16	0.36	2	0
5	0.44	5	1
2	0.11	2	0
******34******
4	0.49	5	1
7	0.54	5	0
13	0.22	2	1
14	0.14	2	2
10	0.15	2	0
15	0.26	2	0
9	0.0	2	0
5	0.41	5	1
16	0.34	2	0
11	0.43	5	0
6	0.36	2	1
1	0.1	2	0
8	0.27	2	2
17	0.0	1	0
2	0.08	2	0
12	0.26	5	0
3	0.39	2	2
******35******
13	0.17	2	1
16	0.35	2	0
9	0.0	2	0
15	0.22	2	0
12	0.27	5	0
1	0.04	2	0
14	0.16	2	2
2	0.09	2	0
6	0.35	2	1
4	0.44	5	1
10	0.16	2	0
5	0.38	5	1
7	0.49	5	0
8	0.27	2	2
11	0.42	5	0
17	0.0	1	0
3	0.39	2	2
******36******
5	0.37	5	1
11	0.36	5	0
9	0.0	2	0
3	0.41	2	2
1	0.0	2	0
13	0.16	2	1
7	0.45	5	0
6	0.33	2	1
8	0.27	2	2
14	0.1	2	2
12	0.29	5	0
17	0.0	1	0
10	0.19	2	0
15	0.18	2	0
4	0.41	5	1
2	0.06	2	0
16	0.31	2	0
******37******
11	0.31	5	0
5	0.37	5	1
6	0.28	2	1
14	0.12	2	2
2	0.01	2	0
8	0.21	2	2
9	0.0	2	0
13	0.16	2	1
1	0.01	2	0
4	0.42	5	1
10	0.16	2	0
3	0.38	2	2
12	0.23	5	0
17	0.0	1	0
16	0.3	2	0
15	0.18	2	0
7	0.4	5	0
******38******
13	0.12	2	1
16	0.32	2	0
2	0.0	2	0
12	0.18	5	0
11	0.3	5	0
8	0.22	2	2
10	0.11	2	0
15	0.2	2	0
9	0.01	2	0
3	0.36	2	2
4	0.37	5	1
7	0.35	5	0
17	0.0	1	0
14	0.11	2	2
5	0.39	5	1
1	0.02	2	0
6	0.26	2	1
